neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,distance,price_per_night,available_morethan_200,reviews_morethan_100,distance_morethan_15,good_neighbourhood,ln_price
78734,apartments,46,2,83,7.73,2,252,21.851696658123565,23,1,0,0,0,3.1354942159291497
78701,apartments,278,3,0,NA,48,322,0.40389513925802106,92.66666666666667,1,0,1,0,4.529008825022528
78701,apartments,278,3,0,NA,48,322,0.44022281428510174,92.66666666666667,1,0,1,0,4.529008825022528
78701,apartments,278,3,0,NA,48,322,0.3885426434451443,92.66666666666667,1,0,1,0,4.529008825022528
78703,apartments,155,180,0,NA,2,351,0.8791314086412588,0.8611111111111112,1,0,1,0,-0.1495317339709637
78723,apartments,286,3,16,1.42,1,125,6.306134250739692,95.33333333333333,0,0,1,0,4.557379522151743
78704,apartments,110,2,5,0.49,3,0,4.535157834096474,55,0,0,1,0,4.007333185232471
78731,apartments,71,1,51,4.5,2,345,4.1434502207900135,71,1,0,1,0,4.2626798770413155
78741,apartments,186,2,7,1.26,1,1,6.754539557057367,93,0,0,1,1,4.532599493153256
78704,apartments,135,2,3,0.29,1,0,2.7606976274235295,67.5,0,0,1,0,4.212127597878484
78745,apartments,176,2,48,4.38,1,6,9.196494298923662,88,0,0,1,1,4.477336814478207
78721,apartments,80,2,9,0.83,1,0,4.798945326359965,40,0,0,1,0,3.6888794541139363
78745,apartments,81,2,7,0.7,1,178,8.466246024339092,40.5,0,0,1,1,3.7013019741124933
78705,apartments,80,30,1,0.37,1,309,2.7960663950446207,2.6666666666666665,1,0,1,0,0.9808292530117262
78701,apartments,89,30,1,0.41,1,50,0.4080409115208884,2.966666666666667,0,0,1,0,1.0874389880699844
78741,apartments,90,1,45,4.03,1,301,3.7186890197185614,90,1,0,1,1,4.499809670330265
78703,apartments,166,2,1,0.11,1,77,1.323459651634459,83,0,0,1,0,4.418840607796598
78741,apartments,75,1,0,NA,1,149,6.136306005804278,75,0,0,1,1,4.31748811353631
78702,apartments,154,28,6,0.56,4,170,3.621692597517439,5.5,0,0,1,0,1.7047480922384253
78701,apartments,139,3,2,0.53,13,11,0.9700220622512822,46.333333333333336,0,0,1,0,3.835861644462582
78701,apartments,245,3,0,NA,48,341,0.3459851652335034,81.66666666666667,1,0,1,0,4.402645921876617
78745,apartments,221,3,0,NA,1,89,7.469389920182615,73.66666666666667,0,0,1,1,4.299550412849643
78737,apartments,123,2,19,2.73,5,351,24.992263450686913,61.5,1,0,0,0,4.119037174812473
78737,apartments,120,2,14,2.07,5,359,24.9971506985579,60,1,0,0,0,4.0943445622221
78746,apartments,167,2,15,1.47,13,104,5.377950391792045,83.5,0,0,1,1,4.42484663185681
78704,apartments,122,2,11,1.1,3,65,3.3870097269716846,61,0,0,1,0,4.110873864173311
78702,apartments,123,2,2,0.19,1,362,4.1535437754635876,61.5,1,0,1,0,4.119037174812473
78701,apartments,176,2,0,NA,6,69,0.43977317911133185,88,0,0,1,0,4.477336814478207
78751,apartments,78,1,0,NA,2,0,6.1524981079233045,78,0,0,1,1,4.356708826689592
78739,apartments,217,3,13,1.32,1,269,15.205405719533013,72.33333333333333,1,0,0,0,4.28128506487235
78702,apartments,169,3,2,0.19,1,0,3.8404772974765806,56.333333333333336,0,0,1,0,4.0312864262549635
78758,apartments,78,1,90,8.21,1,353,10.017032294554538,78,1,0,1,1,4.356708826689592
78701,apartments,176,2,1,0.09,6,69,0.3809868523161998,88,0,0,1,0,4.477336814478207
78745,apartments,205,30,0,NA,3,293,12.666980879857757,6.833333333333333,1,0,1,1,1.9218125974762528
78736,apartments,150,2,9,5.51,4,333,22.829059400681526,75,1,0,0,0,4.31748811353631
78736,apartments,150,2,10,5.56,4,341,22.772136343915253,75,1,0,0,0,4.31748811353631
78744,apartments,231,6,4,0.95,1,73,9.359019806006254,38.5,0,0,1,1,3.6506582412937387
78751,apartments,100,3,7,0.69,1,83,5.791685309244554,33.333333333333336,0,0,1,1,3.506557897319982
78702,apartments,152,2,9,1.26,75,0,1.8258162371448743,76,0,0,1,0,4.330733340286331
78746,apartments,121,2,39,3.73,1,148,4.744163960716561,60.5,0,0,1,1,4.102643365036796
78736,apartments,79,1,50,4.85,1,164,17.702258494095815,79,0,0,0,0,4.3694478524670215
78753,apartments,50,30,1,0.28,1,268,9.53135739511594,1.6666666666666667,1,0,1,1,0.5108256237659907
78724,apartments,122,2,20,1.96,1,174,9.66262745678494,61,0,0,1,0,4.110873864173311
78758,apartments,73,30,0,NA,20,2,14.857427879105506,2.433333333333333,0,0,1,1,0.8892620594862357
78758,apartments,71,30,0,NA,20,3,14.690379730767544,2.3666666666666667,0,0,1,1,0.8614824953791601
78758,apartments,74,30,0,NA,20,0,14.717825250335528,2.466666666666667,0,0,1,1,0.9028677115420144
78729,apartments,76,30,3,0.67,4,322,20.151731037695104,2.533333333333333,1,0,0,0,0.9295359586241757
78704,apartments,71,2,28,2.78,12,14,5.612597506965234,35.5,0,0,1,0,3.56953269648137
78751,apartments,90,2,0,NA,1,0,4.8713193847546705,45,0,0,1,1,3.8066624897703196
78758,apartments,95,1,12,1.13,140,23,11.60032490527542,95,0,0,1,1,4.553876891600541
78758,apartments,64,1,6,0.58,140,20,11.620954403521424,64,0,0,1,1,4.1588830833596715
78701,apartments,181,2,0,NA,6,41,0.3554773596550081,90.5,0,0,1,0,4.505349850705881
78705,apartments,80,30,1,0.61,2,340,2.8724183240876044,2.6666666666666665,1,0,1,0,0.9808292530117262
78745,apartments,279,3,3,0.54,1,158,7.737276884961315,93,0,0,1,1,4.532599493153256
78758,apartments,199,2,11,1.7,2,9,14.207677495763958,99.5,0,0,1,1,4.600157644164547
78723,apartments,80,2,0,NA,1,0,6.1541418692487815,40,0,0,1,0,3.6888794541139363
78751,apartments,89,1,14,1.37,140,13,4.746657853612545,89,0,0,1,1,4.48863636973214
78703,apartments,105,6,3,1.88,3,99,2.155795293123899,17.5,0,0,1,0,2.8622008809294686
78704,apartments,100,2,51,4.89,1,132,5.163136197881895,50,0,0,1,0,3.912023005428146
78734,apartments,101,2,24,2.26,4,80,24.460474819473532,50.5,0,0,0,0,3.9219733362813143
78757,apartments,73,1,7,1.91,1,45,6.561561972507968,73,0,0,1,1,4.290459441148391
78702,apartments,320,4,1,0.1,1,0,3.380568931887844,80,0,0,1,0,4.382026634673881
78751,apartments,75,1,5,0.51,1,76,5.524975691478943,75,0,0,1,1,4.31748811353631
78717,apartments,75,30,0,NA,1,180,25.01722077975308,2.5,0,0,0,0,0.9162907318741551
78758,apartments,144,2,4,1.9,1,177,14.772159531735904,72,0,0,1,1,4.276666119016055
78704,apartments,160,30,1,0.16,1,132,3.3875298864360777,5.333333333333333,0,0,1,0,1.6739764335716716
78722,apartments,175,3,0,NA,1,0,3.237672072535937,58.333333333333336,0,0,1,0,4.0661736852554045
78730,apartments,99,2,39,3.97,1,256,11.557402301651178,49.5,1,0,1,0,3.901972669574645
78754,apartments,170,3,10,1.02,39,347,10.997052111510465,56.666666666666664,1,0,1,1,4.037186148382152
78734,apartments,134,2,11,1.07,2,77,22.041454705662794,67,0,0,0,0,4.204692619390966
78702,apartments,126,3,2,0.2,1,15,2.0784684411212666,42,0,0,1,0,3.7376696182833684
78756,apartments,190,2,0,NA,1,0,5.575975738491026,95,0,0,1,1,4.553876891600541
78704,apartments,144,2,3,0.45,3,73,3.2600177029189856,72,0,0,1,0,4.276666119016055
78704,apartments,122,3,7,0.74,3,78,3.1321888004155074,40.666666666666664,0,0,1,0,3.7054087560651467
78745,apartments,109,2,10,1.06,1,22,8.71537640128464,54.5,0,0,1,1,3.9982007016691985
78727,apartments,50,1,23,2.38,1,263,16.61359941101912,50,1,0,0,0,3.912023005428146
78704,apartments,60,1,7,4.47,2,175,4.208221073542709,60,0,0,1,0,4.0943445622221
78741,apartments,86,2,26,2.54,1,168,4.4256905517808836,43,0,0,1,1,3.7612001156935624
78758,apartments,82,2,21,1.96,1,357,13.934879368945369,41,1,0,1,1,3.713572066704308
78727,apartments,275,3,2,0.22,2,208,17.25730377510086,91.66666666666667,1,0,0,0,4.518158808998462
78730,apartments,50,5,3,0.3,1,0,12.049081710935631,10,0,0,1,0,2.302585092994046
78722,apartments,150,2,0,NA,1,0,2.582227433195976,75,0,0,1,0,4.31748811353631
78728,apartments,145,3,10,1.06,1,191,19.317044855056785,48.333333333333336,0,0,0,0,3.8781214537524646
78702,apartments,149,2,1,0.1,1,88,2.2171851136990828,74.5,0,0,1,0,4.310799125385514
78745,apartments,60,1,16,1.62,1,0,8.695908516804625,60,0,0,1,1,4.0943445622221
78725,apartments,75,1,10,1.35,1,0,11.832991723432306,75,0,0,1,0,4.31748811353631
78744,apartments,125,2,0,NA,1,0,11.073036499597915,62.5,0,0,1,1,4.135166556742356
78702,apartments,69,2,4,0.42,1,224,3.1117398285378486,34.5,1,0,1,0,3.5409593240373143
78741,apartments,96,1,50,4.7,1,173,6.5639613583364484,96,0,0,1,1,4.564348191467836
78741,apartments,107,30,88,8.54,1,351,4.240525057588203,3.566666666666667,1,0,1,1,1.2716314527997508
78747,apartments,229,3,0,NA,2,365,13.739611995927818,76.33333333333333,1,0,1,1,4.33510971488613
78741,apartments,125,2,0,NA,1,0,5.559037536495699,62.5,0,0,1,1,4.135166556742356
78727,apartments,271,3,6,0.85,1,246,17.294941890689092,90.33333333333333,1,0,0,0,4.503506532211591
78741,apartments,99,2,1,0.11,1,0,5.429813908146588,49.5,0,0,1,1,3.901972669574645
78705,apartments,84,1,0,NA,2,362,3.0382183178418583,84,1,0,1,0,4.430816798843313
78741,apartments,76,3,2,0.23,1,41,5.394509196040668,25.333333333333332,0,0,1,1,3.2321210516182215
78741,apartments,99,1,16,1.53,140,25,3.9592447110262072,99,0,0,1,1,4.59511985013459
78703,apartments,73,1,57,5.45,12,0,2.8337742185880774,73,0,0,1,0,4.290459441148391
78729,apartments,180,2,0,NA,1,179,20.894704834072364,90,0,0,0,0,4.499809670330265
78703,apartments,180,60,0,NA,19,321,0.9982555700470258,3,1,0,1,0,1.0986122886681098
78745,apartments,59,1,1,0.12,2,0,9.535934711610606,59,0,0,1,1,4.07753744390572
78705,apartments,62,2,0,NA,1,0,2.7797967563617068,31,0,0,1,0,3.4339872044851463
78702,apartments,131,2,19,3.11,1,267,3.6776229187385305,65.5,1,0,1,0,4.182050142641207
78757,apartments,83,1,54,5.35,1,89,8.861446286893301,83,0,0,1,1,4.418840607796598
78745,apartments,99,28,1,1,4,173,6.986402627444055,3.5357142857142856,0,0,1,1,1.262915339959386
78758,apartments,199,2,2,0.22,1,0,13.285456821733042,99.5,0,0,1,1,4.600157644164547
78751,apartments,131,3,1,0.1,1,0,4.327182032790375,43.666666666666664,0,0,1,1,3.7765850345330416
78754,apartments,83,7,1,0.15,1,365,15.916985842486202,11.857142857142858,1,0,0,1,2.472930458741285
78751,apartments,82,1,10,1.03,140,141,3.9966803345299353,82,0,0,1,1,4.406719247264253
78721,apartments,72,1,2,0.2,2,0,5.254848565113815,72,0,0,1,0,4.276666119016055
78749,apartments,70,2,2,0.2,1,0,11.478505751533383,35,0,0,1,1,3.5553480614894135
78751,apartments,97,2,1,0.1,1,0,4.6275009182421325,48.5,0,0,1,1,3.8815637979434374
78744,apartments,120,2,1,0.11,1,0,8.186747708576787,60,0,0,1,1,4.0943445622221
78745,apartments,69,2,25,2.5,2,0,11.788441761193646,34.5,0,0,1,1,3.5409593240373143
78704,apartments,120,2,14,1.48,2,0,2.948682139911189,60,0,0,1,0,4.0943445622221
78741,apartments,80,30,0,NA,31,212,4.144869373528088,2.6666666666666665,1,0,1,1,0.9808292530117262
78722,apartments,89,2,24,4.74,1,87,3.4822122517915712,44.5,0,0,1,0,3.7954891891721947
78704,apartments,349,7,0,NA,3,179,4.003198120267072,49.857142857142854,0,0,1,0,3.909161773147114
78704,apartments,1200,290,0,NA,1,173,3.1033812149111752,4.137931034482759,0,0,1,0,1.4201959127955721
78702,apartments,88,1,1,0.1,1,0,1.7679866251093324,88,0,0,1,0,4.477336814478207
78745,apartments,96,1,12,1.2,5,0,7.3863956846536345,96,0,0,1,1,4.564348191467836
78722,apartments,200,5,0,NA,1,0,3.4676964175029554,40,0,0,1,0,3.6888794541139363
78723,apartments,105,2,0,NA,2,0,5.365056437844511,52.5,0,0,1,0,3.960813169597578
78704,apartments,161,2,6,0.61,5,365,5.642711276530445,80.5,1,0,1,0,4.388257184424518
78758,apartments,66,2,0,NA,1,0,12.844747158656356,33,0,0,1,1,3.4965075614664802
78747,apartments,50,2,47,4.7,1,56,16.114942190334556,25,0,0,0,1,3.2188758248682006
78751,apartments,54,1,18,1.82,140,12,4.596072409862191,54,0,0,1,1,3.9889840465642745
78751,apartments,65,1,13,1.3,140,31,4.689030446021148,65,0,0,1,1,4.174387269895637
78702,apartments,117,2,17,1.71,25,33,3.7143530324345613,58.5,0,0,1,0,4.069026754237811
78751,apartments,67,1,18,1.84,140,5,4.526986013999235,67,0,0,1,1,4.204692619390966
78702,apartments,150,5,0,NA,1,0,3.058999730509639,30,0,0,1,0,3.4011973816621555
78702,apartments,240,3,0,NA,1,0,3.081842866159369,80,0,0,1,0,4.382026634673881
78759,apartments,171,30,0,NA,1,291,13.194268833318528,5.7,1,0,1,1,1.7404661748405046
78704,apartments,87,2,2,2,1,18,3.5779193881147138,43.5,0,0,1,0,3.7727609380946383
78757,apartments,88,30,2,0.3,2,156,9.622881199879009,2.933333333333333,0,0,1,1,1.076139432816051
78701,apartments,200,3,0,NA,3,0,0.3390832044908271,66.66666666666667,0,0,1,0,4.199705077879927
78704,apartments,290,360,2,0.43,1,189,5.793701434749147,0.8055555555555556,0,0,1,0,-0.21622310846963594
78751,apartments,72,1,14,1.73,140,171,3.5124677257342927,72,0,0,1,1,4.276666119016055
78705,apartments,65,1,13,1.36,140,209,3.2695203210379145,65,1,0,1,0,4.174387269895637
78702,apartments,130,2,1,0.1,1,88,2.65437146667369,65,0,0,1,0,4.174387269895637
78704,apartments,71,1,25,2.73,3,71,2.9748112887315177,71,0,0,1,0,4.2626798770413155
78701,apartments,172,2,1,0.1,1,0,0.9109036968998707,86,0,0,1,0,4.454347296253507
78751,apartments,142,5,11,1.11,1,1,5.423023885909494,28.4,0,0,1,1,3.3463891451671604
78701,apartments,109,4,0,NA,1,0,0.3471451190185095,27.25,0,0,1,0,3.305053521109253
78744,apartments,80,2,2,0.22,1,0,8.42141179759753,40,0,0,1,1,3.6888794541139363
78759,apartments,75,2,12,1.25,1,0,17.232863969404903,37.5,0,0,0,1,3.624340932976365
78702,apartments,93,3,11,1.9,1,10,1.3801032593569649,31,0,0,1,0,3.4339872044851463
78702,apartments,62,1,7,0.77,3,51,1.7479339394887308,62,0,0,1,0,4.127134385045092
78704,apartments,91,2,6,0.6,5,0,4.41900466913508,45.5,0,0,1,0,3.817712325956905
78758,apartments,194,2,18,3.09,2,358,10.616168004490888,97,1,0,1,1,4.574710978503383
78704,apartments,111,30,3,0.31,1,0,5.196841563824166,3.7,0,0,1,0,1.308332819650179
78758,apartments,120,3,1,0.2,13,0,14.125570531818259,40,0,0,1,1,3.6888794541139363
78756,apartments,70,2,10,1.09,1,93,6.311720505909391,35,0,0,1,1,3.5553480614894135
78702,apartments,150,3,0,NA,1,0,4.067089855243824,50,0,0,1,0,3.912023005428146
78703,apartments,199,3,0,NA,1,89,2.475612289943599,66.33333333333333,0,0,1,0,4.194692536056382
78734,apartments,63,2,5,0.55,1,0,21.7969274517632,31.5,0,0,0,0,3.449987545831587
78741,apartments,115,2,2,0.2,3,0,5.500493408231209,57.5,0,0,1,1,4.051784947803305
78704,apartments,350,4,0,NA,21,189,4.198949302997455,87.5,0,0,1,0,4.471638793363569
78741,apartments,79,2,13,1.38,1,276,5.334406108195993,39.5,1,0,1,1,3.676300671907076
78737,apartments,122,2,15,1.61,1,146,16.10635642469046,61,0,0,0,0,4.110873864173311
78757,apartments,60,30,0,NA,1,321,8.552143636552762,2,1,0,1,1,0.6931471805599453
78703,apartments,240,3,0,NA,1,0,0.8892633462626134,80,0,0,1,0,4.382026634673881
78723,apartments,150,5,0,NA,1,0,4.458585725229176,30,0,0,1,0,3.4011973816621555
78723,apartments,400,6,0,NA,1,365,6.435289424109,66.66666666666667,1,0,1,0,4.199705077879927
78739,apartments,95,3,0,NA,1,0,15.678637987341556,31.666666666666668,0,0,0,0,3.455264602932431
78701,apartments,184,2,5,1.19,16,17,0.3354912995167677,92,0,0,1,0,4.5217885770490405
78704,apartments,179,8,0,NA,1,0,5.912784626991607,22.375,0,0,1,0,3.107944264160919
78702,apartments,168,30,29,3.04,2,121,2.3678593124481577,5.6,0,0,1,0,1.7227665977411035
78758,apartments,79,6,3,0.52,1,351,15.493861824235157,13.166666666666666,1,0,0,1,2.5776883832389665
78741,apartments,80,2,2,0.21,1,0,5.213887227919607,40,0,0,1,1,3.6888794541139363
78721,apartments,59,2,22,2.29,1,136,5.399822288553273,29.5,0,0,1,0,3.3843902633457743
78704,apartments,115,2,8,1.45,13,268,3.0317166504315263,57.5,1,0,1,0,4.051784947803305
78722,apartments,99,1,0,NA,1,355,2.77763194899657,99,1,0,1,0,4.59511985013459
78744,apartments,85,2,3,0.33,1,351,13.047854644437477,42.5,1,0,1,1,3.7495040759303713
78734,apartments,140,27,0,NA,1,295,26.36194473126599,5.185185185185185,1,0,0,0,1.6458055566049752
78701,apartments,194,2,1,0.27,16,44,0.3354912995167677,97,0,0,1,0,4.574710978503383
78702,apartments,140,2,0,NA,1,87,2.6805493391334645,70,0,0,1,0,4.248495242049359
78704,apartments,250,4,0,NA,1,0,3.30936102341733,62.5,0,0,1,0,4.135166556742356
78757,apartments,125,2,0,NA,1,0,10.573565108927507,62.5,0,0,1,1,4.135166556742356
78757,apartments,1250,30,0,NA,1,150,9.018020242966868,41.666666666666664,0,0,1,1,3.7297014486341915
78752,apartments,100,2,0,NA,3,90,8.444771062051416,50,0,0,1,1,3.912023005428146
78722,apartments,69,1,10,1.57,140,19,3.525918018311493,69,0,0,1,0,4.23410650459726
78723,apartments,99,1,0,NA,2,88,8.16922610249928,99,0,0,1,0,4.59511985013459
78733,apartments,195,2,35,4.71,1,11,11.992715357154387,97.5,0,0,1,0,4.579852378003801
78753,apartments,136,2,15,5.56,1,328,8.95125438973055,68,1,0,1,1,4.219507705176107
78704,apartments,125,12,0,NA,3,177,2.882335518232933,10.416666666666666,0,0,1,0,2.3434070875143007
78701,apartments,120,3,1,0.24,13,0,0.845025465168218,40,0,0,1,0,3.6888794541139363
78701,apartments,129,3,1,0.46,2,362,0.754949170095942,43,1,0,1,0,3.7612001156935624
78735,apartments,81,1,28,3,1,226,12.525690258709076,81,1,0,1,0,4.394449154672439
78745,apartments,127,3,3,0.51,1,178,6.477648629401789,42.333333333333336,0,0,1,1,3.7455747977904816
78704,apartments,110,2,10,1.21,25,1,1.8166159194270868,55,0,0,1,0,4.007333185232471
78704,apartments,89,2,12,1.77,25,365,1.9630333184203221,44.5,1,0,1,0,3.7954891891721947
78701,apartments,164,3,0,NA,5,245,0.46173305977356505,54.666666666666664,1,0,1,0,4.001254139156089
78701,apartments,180,3,0,NA,5,239,0.4533989393688218,60,1,0,1,0,4.0943445622221
78701,apartments,248,3,0,NA,5,234,0.33133098915294545,82.66666666666667,1,0,1,0,4.4148164574968725
78702,apartments,130,3,0,NA,2,0,3.4567726196085276,43.333333333333336,0,0,1,0,3.7689221617874726
78704,apartments,111,2,3,0.54,75,353,5.825843423738696,55.5,1,0,1,0,4.0163830207523885
78701,apartments,82,2,0,NA,1,0,0.1425339711314272,41,0,0,1,0,3.713572066704308
78741,apartments,65,4,8,0.95,2,121,5.969756266941245,16.25,0,0,1,1,2.7880929087757464
78741,apartments,83,1,42,4.75,3,14,4.36727377570117,83,0,0,1,1,4.418840607796598
78754,apartments,174,30,1,0.13,1,226,14.168083238704227,5.8,1,0,1,1,1.7578579175523736
78745,apartments,89,1,7,0.91,140,0,7.714708980698121,89,0,0,1,1,4.48863636973214
78758,apartments,59,30,14,1.87,1,320,15.567849436433605,1.9666666666666666,1,0,0,1,0.676340062243564
78704,apartments,250,30,0,NA,2,340,4.148262686104972,8.333333333333334,1,0,1,0,2.120263536200091
78703,apartments,108,999,1,0.19,2,0,0.9823172392859214,0.10810810810810811,0,0,1,0,-2.2246235515243336
78756,apartments,97,1,4,0.93,1,334,4.527165538794644,97,1,0,1,1,4.574710978503383
78704,apartments,94,1,15,1.67,19,171,5.033252816663051,94,0,0,1,0,4.543294782270004
78704,apartments,77,1,4,1.32,19,145,5.033252816663051,77,0,0,1,0,4.343805421853684
78730,apartments,80,90,1,1,19,258,10.762528339239093,0.8888888888888888,1,0,1,0,-0.11778303565638351
78701,apartments,300,365,0,NA,6,90,1.2771238481329847,0.821917808219178,0,0,1,0,-0.1961148789262905
78730,apartments,90,90,2,0.22,19,189,10.762528339239093,1,0,0,1,0,0
78758,apartments,84,2,21,2.6,1,86,14.374436733290679,42,0,0,1,1,3.7376696182833684
78758,apartments,140,3,4,0.54,13,0,14.2495329653673,46.666666666666664,0,0,1,1,3.8430301339411947
78701,apartments,140,3,5,0.77,13,0,0.933378172605471,46.666666666666664,0,0,1,0,3.8430301339411947
78701,apartments,165,30,3,0.41,13,60,0.8906726879950613,5.5,0,0,1,0,1.7047480922384253
78721,apartments,72,2,31,4.35,1,26,5.382215050354997,36,0,0,1,0,3.58351893845611
78704,apartments,200,30,0,NA,1,136,2.6129239753940294,6.666666666666667,0,0,1,0,1.8971199848858813
78701,apartments,162,2,16,2,6,76,0.6270313895644976,81,0,0,1,0,4.394449154672439
78741,apartments,111,2,64,6.96,1,37,6.266959541979666,55.5,0,0,1,1,4.0163830207523885
78735,apartments,40,3,1,0.13,15,0,9.6704305399288,13.333333333333334,0,0,1,0,2.5902671654458267
78734,apartments,293,3,4,0.61,75,349,26.091429539309267,97.66666666666667,1,0,0,0,4.581560320348958
78751,apartments,65,30,1,0.15,3,271,4.181447123058408,2.1666666666666665,1,0,1,1,0.7731898882334817
78729,apartments,251,3,0,NA,1,0,20.676588723353028,83.66666666666667,0,0,0,0,4.426840650463674
78704,apartments,115,14,2,0.3,1,0,2.4587303200645434,8.214285714285714,0,0,1,0,2.1058747987479913
78758,apartments,100,7,1,0.24,1,356,13.941308088791178,14.285714285714286,1,0,1,1,2.659260036932778
78704,apartments,195,3,5,0.74,1,60,2.795215615659724,65,0,0,1,0,4.174387269895637
78748,apartments,99,2,2,0.23,2,0,15.855273091080893,49.5,0,0,0,1,3.901972669574645
78704,apartments,159,2,0,NA,39,363,2.6316198086574842,79.5,1,0,1,0,4.375757021660286
78703,apartments,75,7,0,NA,1,0,3.1579371326836534,10.714285714285714,0,0,1,0,2.371577964480997
78741,apartments,81,1,9,1.18,140,131,4.110584069091088,81,0,0,1,1,4.394449154672439
78745,apartments,132,2,26,3.75,1,159,8.420018164989672,66,0,0,1,1,4.189654742026425
78702,apartments,85,2,2,0.35,1,0,2.1438395066426614,42.5,0,0,1,0,3.7495040759303713
78757,apartments,100,30,0,NA,1,0,7.470307847790519,3.3333333333333335,0,0,1,1,1.2039728043259361
78704,apartments,142,30,10,1.39,37,0,3.3698399355747584,4.733333333333333,0,0,1,0,1.5546296759391054
78746,apartments,499,30,0,NA,6,290,9.71160025872709,16.633333333333333,1,0,1,1,2.8114087140893633
78701,apartments,163,2,12,1.64,6,79,0.7859328361946647,81.5,0,0,1,0,4.400603020246817
78704,apartments,78,30,1,0.2,3,204,3.838128583266327,2.6,1,0,1,0,0.9555114450274363
78759,apartments,55,30,2,0.4,7,47,15.460157690611227,1.8333333333333333,0,0,0,1,0.6061358035703155
78702,apartments,86,1,16,2.25,1,176,3.9191731786672284,86,0,0,1,0,4.454347296253507
78734,apartments,125,2,35,4.84,3,136,23.52766357516106,62.5,0,0,0,0,4.135166556742356
78741,apartments,80,3,9,1.34,1,47,4.397505863483838,26.666666666666668,0,0,1,1,3.283414346005772
78701,apartments,160,90,0,NA,13,14,0.8129878678134789,1.7777777777777777,0,0,1,0,0.5753641449035618
78758,apartments,125,90,0,NA,13,0,14.20695614881459,1.3888888888888888,0,0,1,1,0.32850406697203605
78704,apartments,142,30,4,1.06,37,107,3.4231649240361883,4.733333333333333,0,0,1,0,1.5546296759391054
78751,apartments,85,30,2,0.35,1,201,4.185742150151456,2.8333333333333335,1,0,1,1,1.0414538748281612
78751,apartments,120,30,0,NA,1,0,4.119563830574891,4,0,0,1,1,1.3862943611198906
78745,apartments,170,30,0,NA,1,338,6.6174907748264085,5.666666666666667,1,0,1,1,1.7346010553881064
78751,apartments,49,5,3,0.54,1,0,3.4762417272990014,9.8,0,0,1,1,2.2823823856765264
78745,apartments,76,2,39,5.97,1,344,10.035573862328894,38,1,0,1,1,3.6375861597263857
78744,apartments,92,2,0,NA,1,0,11.012348585773676,46,0,0,1,1,3.828641396489095
78702,apartments,214,3,9,1.79,1,305,3.152525771506356,71.33333333333333,1,0,1,0,4.267363726353742
78721,apartments,102,2,39,6.32,13,164,5.616141479993782,51,0,0,1,0,3.9318256327243257
78758,apartments,63,14,0,NA,1,85,12.936075938454191,4.5,0,0,1,1,1.5040773967762742
78702,apartments,249,32,3,0.42,2,0,2.4759644433296533,7.78125,0,0,1,0,2.0517169936649813
78724,apartments,195,30,1,0.63,1,0,10.185659516508489,6.5,0,0,1,0,1.8718021769015913
78737,apartments,185,2,7,1.09,1,183,25.52325424456753,92.5,0,0,0,0,4.52720864451838
78704,apartments,217,90,0,NA,1,64,2.8370575553939203,2.411111111111111,0,0,1,0,0.8800876832101945
78701,apartments,94,1,9,1.17,140,82,0.8977971011200698,94,0,0,1,0,4.543294782270004
78701,apartments,70,1,10,1.37,140,61,0.8102563621283042,70,0,0,1,0,4.248495242049359
78701,apartments,82,1,17,2.42,140,63,0.7822651046443642,82,0,0,1,0,4.406719247264253
78722,apartments,184,2,7,0.95,75,0,3.544654556889364,92,0,0,1,0,4.5217885770490405
78758,apartments,78,30,1,0.24,15,47,14.601981813066564,2.6,0,0,1,1,0.9555114450274363
78703,apartments,120,3,0,NA,7,330,1.0251951475198724,40,1,0,1,0,3.6888794541139363
78705,apartments,65,18,0,NA,1,0,2.949693644272693,3.611111111111111,0,0,1,0,1.2840155119994725
78701,apartments,150,30,0,NA,1,365,0.47833939402582343,5,1,0,1,0,1.6094379124341003
78701,apartments,69,1,28,4.91,140,104,0.9972076906249902,69,0,0,1,0,4.23410650459726
78701,apartments,99,1,25,3.28,140,92,1.0573125476524776,99,0,0,1,0,4.59511985013459
78701,apartments,180,2,29,4.81,6,0,0.5397682758648692,90,0,0,1,0,4.499809670330265
78719,apartments,65,2,5,0.73,5,1,17.34865660182116,32.5,0,0,0,0,3.481240089335692
78736,apartments,79,2,23,4.26,1,0,24.083691896127927,39.5,0,0,0,0,3.676300671907076
78757,apartments,196,2,17,2.6,1,349,10.099131603250376,98,1,0,1,1,4.584967478670572
78751,apartments,50,2,9,1.3,1,80,5.249770535164226,25,0,0,1,1,3.2188758248682006
78759,apartments,70,3,6,0.91,7,254,15.588994139243106,23.333333333333332,1,0,0,1,3.1498829533812494
78705,apartments,110,2,9,1.58,46,362,1.9661876331176606,55,1,0,1,0,4.007333185232471
78723,apartments,130,30,1,0.21,4,167,5.411366241683654,4.333333333333333,0,0,1,0,1.466337068793427
78703,apartments,85,1,13,1.95,2,2,1.62243081397028,85,0,0,1,0,4.442651256490317
78705,apartments,115,2,6,1.43,46,365,2.0300578165532683,57.5,1,0,1,0,4.051784947803305
78705,apartments,121,2,6,0.86,46,345,1.8871914341227858,60.5,1,0,1,0,4.102643365036796
78705,apartments,121,2,9,1.29,46,364,2.045972755727523,60.5,1,0,1,0,4.102643365036796
